job_id,title,seniority,company,industry,company_size,location,posted_date,listing_age_days,salary,salary_missing,repost_count,repost_interval_days,company_open_roles,company_closed_roles,closure_ratio,hiring_velocity,role_recycling_score,engagement_latency,status,is_ghost,listing_longevity_ratio,open_close_ratio
0BF00FBF,Data Engineer,Junior,Ridge Consulting,Retail,enterprise,"Toronto, CA",01-02-2026,27,71960,0,1,43,15,17,1,1.25,0.0841,1,closed,0,0.9,0.8824
637C7F7C,Business Analyst,Mid-level,Luminary Systems,Consulting,enterprise,"New York, NY",26-02-2026,2,114878,0,0,0,19,16,0.8421,1.58,0.111,2,closed,0,0.0667,1.1875
394102D7,HR Generalist,Senior,Cipher Intelligence,Education,startup,"Denver, CO",20-02-2026,21,,1,1,0,17,15,0.8824,1.42,0.264685044,1,closed,0,0.7,1.1333
4E062C21,Marketing Manager,Principal,Grid Studio,Logistics,startup,"Phoenix, AZ",03-02-2026,25,192222,0,1,59,14,24,1,1.17,0.1963,5,closed,0,0.8333,0.5833
A85EA524,Business Analyst,Director,Helix Intelligence,Retail,enterprise,"Denver, CO",21-02-2026,7,214412,0,1,53,11,7,0.6364,0.92,0.3499,2,closed,0,0.2333,1.5714
68786571,Frontend Developer,Intern,Cascade Works,Logistics,startup,"Phoenix, AZ",26-04-2025,308,47733,0,6,8,17,4,0.2353,1.42,0.834,26,open,1,10.2667,4.25
CDDB76CA,QA Engineer,Junior,Monolith Analytics,Media,enterprise,"Dallas, TX",15-04-2025,319,77138,0,3,14,16,0,0,1.33,0.7834,35,open,1,10.6333,32
BB0805F6,Backend Developer,Junior,Titan Partners,Technology,enterprise,"Phoenix, AZ",09-02-2026,19,70675,0,0,0,16,18,1,1.33,0.1087,3,closed,0,0.6333,0.8889
DF5EA684,Platform Engineer,Lead,Ridge Works,Logistics,mid,"New York, NY",01-02-2026,27,180246,0,1,72,14,22,1,1.17,0.2591,3,open,0,0.9,0.6364
65B449B1,Backend Developer,Principal,Ionic Analytics,Manufacturing,enterprise,"Denver, CO",14-06-2025,259,,1,9,10,31,0,0,2.58,0.8308,27,open,1,8.6333,62
EE8EB2AE,Backend Developer,Junior,Opus Consulting,Education,mid,"Berlin, DE",14-02-2026,14,82710,0,1,35,9,9,1,0.75,0.0017,3,open,0,0.4667,1
71AB2863,Product Manager,Mid-level,Arch Group,Manufacturing,enterprise,"Toronto, CA",26-12-2025,64,,1,8,19,33,3,0.0909,2.75,0.9131,32,closed,1,2.1333,11
25882047,Data Analyst,Junior,Quantum Solutions,Finance,enterprise,"San Francisco, CA",22-11-2025,98,,1,8,20,23,4,0.1739,1.92,0.798,34,open,1,3.2667,5.75
E2B124F9,ML Engineer,Principal,Forge Global,Logistics,startup,"Berlin, DE",17-01-2026,55,,1,2,0,11,7,0.6364,0.92,0.246322839,7,closed,0,1.8333,1.5714
4185B3B1,Data Scientist,Principal,Catalyst Capital,Retail,enterprise,"Boston, MA",18-02-2026,10,207351,0,1,32,19,17,0.8947,1.58,0.0554,1,open,0,0.3333,1.1176
7DCF1B69,Data Analyst,Mid-level,Quantum Solutions,Finance,enterprise,"Austin, TX",04-02-2026,35,106095,0,2,62,2,24,1,0.17,0.371290688,3,closed,0,1.1667,0.0833
51B1E381,DevOps Engineer,Intern,Neon Dynamics,Technology,startup,"Los Angeles, CA",20-04-2025,314,,1,12,19,54,1,0.0185,4.5,0.7992,35,open,1,10.4667,54
D4C50568,Sales Executive,Director,Quantum Solutions,Finance,enterprise,"Los Angeles, CA",23-03-2025,342,216035,0,10,18,44,2,0.0455,3.67,0.8001,36,open,1,11.4,22
D5589B91,HR Generalist,Lead,Helix Ventures,Retail,enterprise,"Toronto, CA",20-02-2026,8,,1,0,0,20,24,1,1.67,0.2964,7,closed,0,0.2667,0.8333
8DD76DEE,Full Stack Developer,Lead,Ridge Works,Logistics,mid,"Los Angeles, CA",07-02-2026,21,160570,0,1,34,16,18,1,1.33,0.2077,2,closed,0,0.7,0.8889
8E858055,Product Manager,Lead,Catalyst Group,Technology,mid,"Berlin, DE",15-01-2026,44,,1,1,89,15,24,1,1.25,0.2197,10,open,0,1.4667,0.625
BC35E756,QA Engineer,Director,Ridge Systems,Retail,enterprise,"Denver, CO",31-01-2026,28,183398,0,1,57,6,7,1,0.5,0.2907,8,open,0,0.9333,0.8571
95598731,UX Designer,Junior,Catalyst Platforms,Media,mid,"Berlin, DE",19-02-2026,9,,1,0,0,15,18,1,1.25,0.3402,8,open,0,0.3,0.8333
C6345FBC,Technical Lead,Senior,Prism Labs,Manufacturing,enterprise,"London, UK",21-01-2026,38,154617,0,1,63,18,16,0.8889,1.5,0.1773,10,open,0,1.2667,1.125
B4DD5CF4,Scrum Master,Intern,Monolith Consulting,Finance,mid,"Chicago, IL",22-02-2026,30,,1,3,83,12,7,0.5833,1,0.399268953,6,closed,0,1,1.7143
61EF124E,Frontend Developer,Lead,Vertex Consulting,Finance,startup,"Dallas, TX",12-02-2026,16,182419,0,1,87,14,19,1,1.17,0.1421,10,closed,0,0.5333,0.7368
FF21C2A5,Sales Executive,Mid-level,Echo Analytics,Media,mid,"Miami, FL",24-02-2026,4,86194,0,0,0,14,14,1,1.17,0.0964,1,open,0,0.1333,1
3F4ECC55,Software Engineer,Senior,Horizon Collective,Logistics,startup,"London, UK",29-01-2026,30,149359,0,0,0,3,6,1,0.25,0.0713,2,closed,0,1,0.5
DE7C69D8,Site Reliability Engineer,Senior,Helix Global,Finance,startup,Remote,10-04-2025,324,,1,9,13,43,4,0.188757608,3.58,0.8099,36,open,1,10.8,10.75
D74BB5D3,Business Analyst,Junior,Nova Dynamics,Technology,enterprise,Remote,01-02-2026,27,,1,1,45,15,25,1,1.25,0.1147,10,open,0,0.9,0.6
42E7698C,DevOps Engineer,Lead,Vertex Consulting,Finance,startup,"Atlanta, GA",15-01-2026,44,178811,0,0,0,10,7,0.7,0.83,0.329,7,open,0,1.4667,1.4286
C4BD759D,Scrum Master,Director,Helix Ventures,Retail,enterprise,Remote,15-02-2026,13,179426,0,1,86,13,18,1,1.08,0.3003,1,open,0,0.4333,0.7222
0B266A7D,HR Generalist,Principal,Flux Partners,Technology,enterprise,"Denver, CO",15-02-2026,13,204207,0,1,56,8,11,1,0.67,0.3333,5,open,0,0.4333,0.7273
06382F48,DevOps Engineer,Principal,Neon Digital,Consulting,enterprise,"Denver, CO",22-12-2025,68,,1,10,10,60,1,0.154207274,5,0.9964,10,open,1,2.2667,60
2319B1FB,Data Engineer,Junior,Catalyst Group,Technology,mid,"New York, NY",01-02-2026,27,55570,0,1,40,9,16,1,0.75,0.1031,3,closed,0,0.9,0.5625
CA41C3FF,Sales Executive,Mid-level,Catalyst Studio,Logistics,startup,"Phoenix, AZ",10-02-2026,34,119666,0,2,0,5,18,1,0.42,0.204194994,2,open,0,1.1333,0.2778
24523DEF,Frontend Developer,Senior,Opus Technologies,Media,startup,"Toronto, CA",21-01-2026,38,147836,0,0,0,6,11,1,0.5,0.0989,4,closed,0,1.2667,0.5455
4677C697,Marketing Manager,Junior,Catalyst Partners,Healthcare,startup,"Miami, FL",10-02-2026,18,62536,0,1,45,8,6,0.75,0.67,0.1086,3,open,0,0.6,1.3333
100C7B71,DevOps Engineer,Junior,Catalyst Partners,Healthcare,startup,"Miami, FL",11-02-2026,17,84686,0,0,0,11,13,1,0.92,0.0714,3,open,0,0.5667,0.8462
312A69A2,UX Designer,Senior,Orion Systems,Healthcare,enterprise,"Denver, CO",26-04-2025,308,149143,0,7,8,28,1,0.0357,2.33,0.7567,45,open,1,10.2667,28
C760961C,Security Engineer,Director,Monolith Consulting,Finance,mid,"Phoenix, AZ",17-10-2025,134,193191,0,5,7,33,3,0.0909,2.75,0.807,10,open,1,4.4667,11
3AB1255B,Cloud Architect,Director,Monolith Partners,Manufacturing,startup,"Phoenix, AZ",19-02-2026,9,199728,0,1,88,9,20,1,0.75,0.1674,4,open,0,0.3,0.45
1E567E6A,Business Analyst,Mid-level,Ionic Platforms,Education,startup,"San Francisco, CA",14-05-2025,290,117178,0,5,9,34,0,0,2.83,0.691,31,closed,1,9.6667,68
2BBFA55F,Software Engineer,Junior,Prism Networks,Education,enterprise,"Atlanta, GA",04-02-2026,24,,1,1,82,19,19,1,1.58,0.1809,1,open,0,0.8,1
1F52EA5A,Platform Engineer,Lead,Prism Platforms,Retail,enterprise,"Los Angeles, CA",25-02-2026,3,157819,0,0,0,8,12,1,0.67,0.1667,7,closed,0,0.1,0.6667
9BD99A9E,Frontend Developer,Senior,Helix Global,Finance,startup,"London, UK",06-12-2025,84,,1,11,17,57,0,0,4.75,0.8054,10,open,1,2.8,114
FA23D7D4,Product Manager,Mid-level,Prism Dynamics,Technology,enterprise,"San Francisco, CA",24-02-2026,4,104647,0,1,34,8,7,0.875,0.67,0.1079,5,closed,0,0.1333,1.1429
A30639E4,Security Engineer,Senior,Nova Dynamics,Technology,enterprise,"Atlanta, GA",24-01-2026,35,119072,0,1,80,7,22,1,0.58,0.0677,3,closed,0,1.1667,0.3182
B3CFB7CF,Sales Executive,Lead,Arch Group,Manufacturing,enterprise,"Austin, TX",17-11-2025,103,,1,3,9,25,4,0.16,2.08,0.7452,37,open,1,3.4333,6.25
9575471F,Cloud Architect,Senior,Meridian Group,Logistics,startup,"Berlin, DE",27-03-2025,338,,1,9,15,39,1,0.0256,3.25,0.7043,22,closed,1,11.2667,39
87E02DFE,Scrum Master,Lead,Monolith Consulting,Finance,mid,"Phoenix, AZ",26-11-2025,94,,1,3,10,52,0,0.086811823,4.33,0.6525,15,open,1,3.1333,104
8A81E4D7,Cloud Architect,Mid-level,Monolith Consulting,Finance,mid,"Phoenix, AZ",18-10-2025,133,,1,4,8,50,1,0.02,4.17,0.8577,15,open,1,4.4333,50
6DDD746A,Software Engineer,Junior,Orion Networks,Media,enterprise,Remote,26-08-2025,186,59298,0,3,11,22,3,0.1364,1.83,0.9517,14,open,1,6.2,7.3333
D4E3B672,Financial Analyst,Mid-level,Pinnacle Studio,Consulting,startup,"Toronto, CA",22-11-2025,98,108521,0,12,21,56,3,0.0536,4.67,0.9347,22,open,1,3.2667,18.6667
A4C84390,Software Engineer,Intern,Helix Global,Finance,startup,Remote,22-02-2026,17,,1,1,0,10,8,0.8,0.83,0.400773941,9,closed,0,0.5667,1.25
F660561B,Sales Executive,Intern,Monolith Ventures,Education,enterprise,"San Francisco, CA",21-02-2026,7,,1,1,75,3,19,1,0.25,0.143,2,open,0,0.2333,0.1579
A2561326,ML Engineer,Director,Jade Innovations,Technology,startup,"San Francisco, CA",20-05-2025,284,,1,11,8,16,2,0.243241844,1.33,0.6627,19,open,1,9.4667,8
DBBB2BA4,Platform Engineer,Mid-level,Luminary Intelligence,Media,mid,"Denver, CO",18-01-2026,41,98282,0,1,63,6,23,1,0.5,0.0792,1,open,0,1.3667,0.2609
683EDEA0,Backend Developer,Director,Cascade Technologies,Media,mid,"Los Angeles, CA",27-05-2025,277,,1,9,9,52,4,0.0769,4.33,0.7561,43,closed,1,9.2333,13
F0BF2007,UX Designer,Director,Prism Platforms,Retail,enterprise,"Dallas, TX",18-02-2026,10,231080,0,0,0,15,19,1,1.25,0.2064,9,closed,0,0.3333,0.7895
DB2572DF,Operations Manager,Junior,Helix Works,Consulting,mid,"London, UK",10-03-2025,355,,1,12,17,56,4,0.0714,4.67,0.7743,42,open,1,11.8333,14
BAD2F8A0,Scrum Master,Director,Cipher Intelligence,Education,startup,"Los Angeles, CA",25-10-2025,126,,1,5,14,50,1,0.02,4.17,0.8464,43,open,1,4.2,50
1CEEE468,Backend Developer,Principal,Vertex Consulting,Finance,startup,"London, UK",22-01-2026,37,186310,0,1,59,18,18,1,1.5,0.0022,7,open,0,1.2333,1
EFABADE2,Data Scientist,Lead,Apex Networks,Media,mid,"Denver, CO",01-02-2026,27,164213,0,1,49,5,13,1,0.42,0.0872,10,closed,0,0.9,0.3846
18E5B141,Security Engineer,Lead,Luminary Intelligence,Media,mid,"Austin, TX",04-02-2026,24,156997,0,1,49,6,11,1,0.5,0.3108,3,open,0,0.8,0.5455
0C78614D,QA Engineer,Director,Vector Analytics,Finance,mid,"San Francisco, CA",21-04-2025,313,,1,5,10,55,1,0.0182,4.58,0.7314,12,open,1,10.4333,55
749BC3CF,Software Engineer,Junior,Orion Systems,Healthcare,enterprise,"Austin, TX",07-11-2025,113,,1,8,20,59,3,0.0508,4.92,0.7169,33,open,1,3.7667,19.6667
699ABAB3,Marketing Manager,Senior,Forge Dynamics,Finance,startup,"Boston, MA",15-02-2026,13,,1,0,0,10,18,1,0.83,0.243,4,open,0,0.4333,0.5556
EA6D36B5,Financial Analyst,Junior,Pinnacle Technologies,Retail,startup,"Denver, CO",23-09-2025,158,,1,4,15,21,4,0.1905,1.75,0.8125,23,open,1,5.2667,5.25
2A4C4315,Sales Executive,Principal,Drift Networks,Healthcare,enterprise,"Boston, MA",20-02-2026,8,165958,0,1,89,19,23,1,1.58,0.2819,9,closed,0,0.2667,0.8261
DBC36D31,Backend Developer,Mid-level,Cipher Intelligence,Education,startup,"Chicago, IL",20-03-2025,345,91763,0,4,17,31,3,0.187381607,2.58,0.9366,21,open,1,11.5,10.3333
2C8967FA,Operations Manager,Senior,Helix Intelligence,Retail,enterprise,"New York, NY",29-01-2026,30,142686,0,0,0,11,11,1,0.92,0.3195,9,open,0,1,1
D2828F3B,Scrum Master,Director,Lynx Intelligence,Retail,startup,"Denver, CO",21-02-2026,7,242024,0,1,41,5,16,1,0.42,0.0394,7,closed,0,0.2333,0.3125
F1C78DB2,QA Engineer,Mid-level,Cascade Analytics,Education,mid,"Berlin, DE",28-08-2025,184,82075,0,9,16,59,2,0.089857338,4.92,0.6583,29,open,1,6.1333,29.5
14C7B250,HR Generalist,Lead,Cipher Intelligence,Education,startup,"Berlin, DE",20-11-2025,100,,1,7,21,29,0,0,2.42,0.6634,22,open,1,3.3333,58
14CDA49F,Data Analyst,Lead,Monolith Solutions,Consulting,startup,"Dallas, TX",02-10-2025,149,,1,11,9,36,4,0.1111,3,0.7311,35,open,1,4.9667,9
FF79BE72,Marketing Manager,Director,Cipher Intelligence,Education,startup,"Seattle, WA",20-02-2026,35,242458,0,2,83,4,24,1,0.33,0.474082609,4,closed,0,1.1667,0.1667
0D2A4699,Product Manager,Principal,Quark Systems,Education,enterprise,"Phoenix, AZ",12-02-2026,16,161478,0,1,85,20,22,1,1.67,0.0221,3,open,0,0.5333,0.9091
CCADFF4D,Cloud Architect,Principal,Axiom Studio,Technology,enterprise,"Atlanta, GA",10-07-2025,233,174785,0,4,14,19,1,0.0526,1.58,0.9885,45,open,1,7.7667,19
1E1F3479,Full Stack Developer,Senior,Nova Dynamics,Technology,enterprise,"Dallas, TX",08-02-2026,20,152512,0,1,64,15,20,1,1.25,0.2076,5,closed,0,0.6667,0.75
BAF3B404,QA Engineer,Director,Cascade Innovations,Technology,mid,"Austin, TX",12-02-2026,16,190223,0,1,79,19,18,0.9474,1.58,0.1082,4,open,0,0.5333,1.0556
6703FACB,ML Engineer,Junior,Cascade Technologies,Media,mid,"Chicago, IL",10-09-2025,171,,1,6,18,56,0,0,4.67,0.8874,19,open,1,5.7,112
3FB4A17A,Product Manager,Principal,Orion Systems,Healthcare,enterprise,"Dallas, TX",06-06-2025,267,169357,0,8,15,58,1,0.0172,4.83,0.6622,14,open,1,8.9,58
1FF5D61C,Site Reliability Engineer,Senior,Ionic Platforms,Education,startup,"Austin, TX",20-10-2025,131,139706,0,7,10,31,1,0.0323,2.58,0.8072,40,open,1,4.3667,31
BC58C0FF,Platform Engineer,Junior,Catalyst Studio,Logistics,startup,"Dallas, TX",29-07-2025,214,84611,0,9,10,24,0,0.09652047,2,0.7385,35,open,1,7.1333,48
2ACB531A,Business Analyst,Principal,Axiom Labs,Logistics,enterprise,"Denver, CO",30-06-2025,243,,1,4,20,25,2,0.08,2.08,0.9486,42,open,1,8.1,12.5
348A1DA6,Backend Developer,Senior,Pulse Collective,Manufacturing,startup,"Berlin, DE",27-12-2025,63,,1,12,14,30,4,0.1333,2.5,0.6617,12,open,1,2.1,7.5
5BE1EFF8,Site Reliability Engineer,Principal,Helix Ventures,Retail,enterprise,"Austin, TX",19-01-2026,40,164986,0,0,0,18,10,0.5556,1.5,0.0095,4,open,0,1.3333,1.8
C4983DD3,Frontend Developer,Director,Luminary Systems,Consulting,enterprise,"Berlin, DE",14-01-2026,45,249368,0,0,0,10,10,1,0.83,0.279,3,closed,0,1.5,1
31F84614,Platform Engineer,Senior,Ridge Systems,Retail,enterprise,"Boston, MA",24-01-2026,35,137146,0,1,38,15,22,1,1.25,0.1649,9,closed,0,1.1667,0.6818
8E142434,DevOps Engineer,Principal,Monolith Ventures,Education,enterprise,"Chicago, IL",13-02-2026,15,185396,0,0,0,14,5,0.3571,1.17,0.3,1,closed,0,0.5,2.8
BF5F3761,Technical Lead,Senior,Ionic Partners,Retail,mid,"Denver, CO",09-06-2025,264,134985,0,5,20,54,0,0.1064023,4.5,0.9485,28,open,1,8.8,108
B5BC052F,Sales Executive,Junior,Pulse Dynamics,Technology,startup,"San Francisco, CA",14-02-2026,14,72825,0,1,35,15,8,0.5333,1.25,0.1818,10,open,0,0.4667,1.875
B7AE63DE,Site Reliability Engineer,Lead,Ridge Studio,Media,enterprise,"Austin, TX",11-02-2026,17,155211,0,0,0,8,11,1,0.67,0.328,6,open,0,0.5667,0.7273
D8FCB937,Full Stack Developer,Director,Monolith Consulting,Finance,mid,"Dallas, TX",26-10-2025,125,,1,4,21,36,0,0,3,0.6677,37,open,1,4.1667,72
FB18B7C0,Sales Executive,Intern,Synapse Collective,Manufacturing,startup,"Toronto, CA",03-11-2025,117,,1,10,16,45,1,0.080801017,3.75,0.8537,27,open,1,3.9,45
1DEB877B,Data Engineer,Mid-level,Ionic Platforms,Education,startup,"Boston, MA",06-12-2025,84,,1,7,11,48,0,0,4,0.9176,20,open,1,2.8,96
2E8D1805,Product Manager,Junior,Catalyst Studio,Logistics,startup,"Dallas, TX",16-01-2026,65,81977,0,1,0,20,13,0.65,1.67,0.410436619,8,closed,0,2.1667,1.5385
F097A5A1,Data Engineer,Principal,Synapse Global,Media,enterprise,"Dallas, TX",01-08-2025,211,197043,0,10,21,33,4,0.1212,2.75,0.7685,17,open,1,7.0333,8.25
E51F2B78,Business Analyst,Principal,Prism Dynamics,Technology,enterprise,"London, UK",15-01-2026,44,186506,0,1,72,7,6,0.8571,0.58,0.0396,4,open,0,1.4667,1.1667
8FCB7F78,UX Designer,Lead,Lynx Intelligence,Retail,startup,"Atlanta, GA",29-01-2026,30,152233,0,1,44,5,23,1,0.42,0.0146,10,closed,0,1,0.2174
59BB4CC8,Business Analyst,Senior,Stellar Global,Consulting,mid,"Dallas, TX",22-01-2026,37,139306,0,1,53,15,14,0.9333,1.25,0.2065,6,open,0,1.2333,1.0714
D95E7367,Data Analyst,Junior,Zenith Studio,Consulting,enterprise,"Denver, CO",09-02-2026,19,62728,0,1,41,13,6,0.4615,1.08,0.0859,4,closed,0,0.6333,2.1667
BC18F6F0,Software Engineer,Lead,Ridge Works,Logistics,mid,"Miami, FL",23-01-2026,36,177639,0,1,39,14,13,0.9286,1.17,0.0716,3,open,0,1.2,1.0769
1679103F,Site Reliability Engineer,Junior,Monolith Solutions,Consulting,startup,"Los Angeles, CA",19-04-2025,315,,1,6,10,30,2,0.0667,2.5,0.9422,32,open,1,10.5,15
837CEDB1,Financial Analyst,Lead,Meridian Analytics,Media,enterprise,"Phoenix, AZ",17-02-2026,11,,1,1,60,7,21,1,0.58,0.3322,8,open,0,0.3667,0.3333
3737AA20,Marketing Manager,Intern,Prism Platforms,Retail,enterprise,"Boston, MA",21-02-2026,7,54975,0,0,0,15,12,0.8,1.25,0.3122,4,open,0,0.2333,1.25
E49ED082,Software Engineer,Principal,Nexus Dynamics,Media,mid,Remote,18-10-2025,133,,1,9,20,56,1,0.0179,4.67,0.7685,35,open,1,4.4333,56
560030CA,ML Engineer,Junior,Horizon Works,Healthcare,startup,"New York, NY",14-02-2026,14,78333,0,0,0,6,9,1,0.5,0.2222,10,open,0,0.4667,0.6667
DC424985,Operations Manager,Senior,Pulse Dynamics,Technology,startup,"Seattle, WA",16-01-2026,43,143322,0,0,0,12,6,0.5,1,0.145,1,open,0,1.4333,2
E417D7B3,Marketing Manager,Senior,Kore Innovations,Consulting,startup,"Dallas, TX",23-01-2026,36,152174,0,0,0,11,16,1,0.92,0.3003,3,open,0,1.2,0.6875
7A8E8ABA,Data Scientist,Lead,Nexus Dynamics,Media,mid,"San Francisco, CA",12-10-2025,139,,1,10,9,55,1,0.0182,4.58,0.9957,34,open,1,4.6333,55
E94A1240,Product Manager,Intern,Arch Group,Manufacturing,enterprise,"London, UK",21-10-2025,130,45718,0,11,19,43,3,0.0698,3.58,0.8251,17,open,1,4.3333,14.3333
344F8A79,Operations Manager,Intern,Helix Digital,Logistics,enterprise,"Dallas, TX",31-01-2026,28,59670,0,0,0,10,17,1,0.83,0.2107,2,open,0,0.9333,0.5882
3C478A7D,Sales Executive,Junior,Ionic Consulting,Finance,startup,"Berlin, DE",16-05-2025,288,59939,0,8,13,44,4,0.0909,3.67,0.9992,40,open,1,9.6,11
7BC7AB1C,Data Analyst,Director,Helix Works,Consulting,mid,"Chicago, IL",07-09-2025,174,,1,10,16,36,1,0.135410445,3,0.6891,25,open,1,5.8,36
69632D79,Software Engineer,Director,Neon Digital,Consulting,enterprise,"San Francisco, CA",08-05-2025,296,,1,6,16,44,0,0.060915708,3.67,0.879,20,open,1,9.8667,88
7480C1AA,Product Manager,Lead,Helix Digital,Logistics,enterprise,"Boston, MA",24-02-2026,4,167739,0,0,0,11,22,1,0.92,0.0827,4,closed,0,0.1333,0.5
9DC103BF,Security Engineer,Junior,Forge Global,Logistics,startup,"Phoenix, AZ",23-06-2025,250,75821,0,3,21,39,1,0.140375429,3.25,0.9526,25,open,1,8.3333,39
1427B609,Data Engineer,Lead,Nexus Dynamics,Media,mid,"San Francisco, CA",20-02-2026,24,156383,0,2,0,6,6,1,0.5,0.499809972,7,open,0,0.8,1
60E9D29C,HR Generalist,Director,Vortex Systems,Retail,mid,"Austin, TX",20-01-2026,39,219448,0,0,0,9,22,1,0.75,0.0909,6,closed,0,1.3,0.4091
9FCA16E2,Marketing Manager,Senior,Vector Analytics,Finance,mid,Remote,07-09-2025,174,130183,0,5,11,31,4,0.129,2.58,0.6994,23,open,1,5.8,7.75
0F3C7DB3,Marketing Manager,Principal,Axiom Works,Logistics,startup,"Austin, TX",02-04-2025,332,204125,0,11,21,33,3,0.0909,2.75,0.7159,39,open,1,11.0667,11
D20E5A32,Security Engineer,Principal,Synapse Collective,Manufacturing,startup,"Atlanta, GA",05-10-2025,146,,1,12,18,38,4,0.237804754,3.17,0.7957,13,open,1,4.8667,9.5
CACDAFC2,Platform Engineer,Senior,Lynx Intelligence,Retail,startup,"Seattle, WA",30-01-2026,29,141141,0,1,59,13,15,1,1.08,0.2532,4,open,0,0.9667,0.8667
3F591B16,Marketing Manager,Intern,Vortex Networks,Consulting,enterprise,"Seattle, WA",10-02-2026,18,35303,0,1,32,6,12,1,0.5,0.1815,3,closed,0,0.6,0.5
D83AC85E,Cloud Architect,Junior,Catalyst Studio,Logistics,startup,"Boston, MA",14-09-2025,167,66699,0,11,7,16,2,0.125,1.33,0.7112,42,open,1,5.5667,8
FC4A493C,DevOps Engineer,Intern,Orion Networks,Media,enterprise,"Berlin, DE",24-12-2025,66,,1,11,19,23,2,0.087,1.92,0.91,43,open,1,2.2,11.5
8270BD5E,Scrum Master,Principal,Ionic Platforms,Education,startup,"San Francisco, CA",07-06-2025,266,,1,11,11,35,4,0.1143,2.92,0.9728,19,closed,1,8.8667,8.75
7CCFA54E,Data Engineer,Lead,Opus Consulting,Education,mid,"Toronto, CA",18-01-2026,41,168159,0,1,57,11,17,1,0.92,0.1359,2,closed,0,1.3667,0.6471
C7AB0ADB,Cloud Architect,Director,Jade Systems,Finance,startup,"London, UK",29-04-2025,305,,1,6,8,16,1,0.0625,1.33,0.992,40,open,1,10.1667,16
B31B6999,Cloud Architect,Senior,Jade Systems,Finance,startup,"Boston, MA",23-07-2025,220,121136,0,4,17,20,0,0,1.67,0.8514,15,open,1,7.3333,40
78547271,Financial Analyst,Senior,Quantum Solutions,Finance,enterprise,Remote,14-01-2026,63,130673,0,2,31,2,18,1,0.17,0.492261871,10,closed,0,2.1,0.1111
699C3CB1,Scrum Master,Junior,Forge Intelligence,Finance,startup,"Denver, CO",13-02-2026,15,66585,0,0,0,20,13,0.65,1.67,0.0531,9,closed,0,0.5,1.5385
055D1E4F,Site Reliability Engineer,Junior,Luminary Intelligence,Media,mid,"Berlin, DE",13-02-2026,15,81113,0,1,61,5,15,1,0.42,0.192,7,closed,0,0.5,0.3333
B9E2B365,Cloud Architect,Senior,Pulse Technologies,Media,mid,"New York, NY",22-02-2026,19,,1,2,0,12,7,0.5833,1,0.201190103,8,open,0,0.6333,1.7143
EC860790,DevOps Engineer,Junior,Neon Ventures,Retail,enterprise,"London, UK",22-01-2026,37,64060,0,0,0,20,7,0.35,1.67,0.2945,9,closed,0,1.2333,2.8571
704D7150,Scrum Master,Intern,Cascade Innovations,Technology,mid,"Austin, TX",06-02-2026,22,41595,0,1,76,14,22,1,1.17,0.2415,7,open,0,0.7333,0.6364
190EA61D,Marketing Manager,Lead,Ionic Partners,Retail,mid,"Toronto, CA",15-03-2025,350,,1,6,7,46,2,0.0435,3.83,0.942,12,open,1,11.6667,23
A9EE1FA0,UX Designer,Intern,Cascade Innovations,Technology,mid,"Berlin, DE",30-01-2026,29,44336,0,1,51,16,16,1,1.33,0.0178,9,closed,0,0.9667,1
53CD5AEB,Technical Lead,Junior,Vertex Consulting,Finance,startup,"Phoenix, AZ",07-02-2026,21,,1,0,0,19,23,1,1.58,0.1874,2,closed,0,0.7,0.8261
759B4ECB,Data Analyst,Director,Stellar Solutions,Consulting,startup,"Miami, FL",26-02-2026,2,244191,0,0,0,14,6,0.4286,1.17,0.0015,4,closed,0,0.0667,2.3333
B007C488,Site Reliability Engineer,Lead,Ionic Partners,Retail,mid,"Berlin, DE",31-10-2025,120,162222,0,5,8,40,2,0.05,3.33,0.9142,22,open,1,4,20
2EF83D56,Operations Manager,Lead,Kore Innovations,Consulting,startup,Remote,22-02-2026,6,150158,0,1,44,16,6,0.375,1.33,0.0092,4,closed,0,0.2,2.6667
9C70D318,Security Engineer,Intern,Pinnacle Technologies,Retail,startup,"San Francisco, CA",13-05-2025,291,,1,8,18,51,1,0.0196,4.25,0.9305,28,open,1,9.7,51
0B001EDB,Business Analyst,Intern,Ionic Partners,Retail,mid,"Dallas, TX",29-07-2025,214,42495,0,5,10,36,4,0.175020531,3,0.9329,17,open,1,7.1333,9
CF516099,Data Engineer,Director,Pulse Studio,Consulting,startup,"San Francisco, CA",01-02-2026,27,231606,0,1,90,9,13,1,0.75,0.3047,7,open,0,0.9,0.6923
CCD0A70C,Frontend Developer,Junior,Catalyst Labs,Technology,startup,"New York, NY",27-02-2026,30,69510,0,2,0,8,14,1,0.67,0.208461535,9,closed,0,1,0.5714
12C7ED0A,Software Engineer,Principal,Echo Innovations,Education,startup,Remote,19-02-2026,23,163323,0,1,0,6,6,1,0.5,0.535540928,3,open,0,0.7667,1
1409F4C2,Cloud Architect,Lead,Neon Digital,Consulting,enterprise,"Atlanta, GA",22-06-2025,251,,1,6,7,15,3,0.250804994,1.25,0.9156,20,open,1,8.3667,5
833D686F,Site Reliability Engineer,Mid-level,Echo Innovations,Education,startup,"Boston, MA",01-04-2025,333,97045,0,10,13,51,4,0.0784,4.25,0.9861,39,open,1,11.1,12.75
